partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,sexo,regiao
PPS,6,5,6057.0,1009.5,0.0,250.0,0.0,0.0,5807.0,8,7,4906.0,613.25,FEMININO,SSE
PSC,5,5,4125.0,825.0,0.0,4125.0,0.0,0.0,0.0,5,5,4125.0,825.0,MASCULINO,NNE
PL,8,8,19962.4,2495.3,18962.4,0.0,0.0,1000.0,0.0,33,33,19955.62,604.72,FEMININO,SSE
PMN,9,9,13667.6,1518.62,0.0,7599.6,6068.0,0.0,0.0,13,13,14915.81,1147.37,MASCULINO,SSE
PV,9,8,96940.22,10771.14,1490.22,1200.0,90000.0,4250.0,0.0,22,20,77490.22,3522.28,MASCULINO,SSE
PSDB,10,10,10030.0,1003.0,0.0,2586.0,5172.0,500.0,1772.0,26,17,6676.84,256.8,MASCULINO,NNE
PTB,5,5,28815.28,5763.06,8615.28,200.0,0.0,20000.0,0.0,71,62,28140.48,396.34,MASCULINO,SSE
PP,50,37,361023.87,7220.48,2442.98,142700.0,70883.25,144997.64,0.0,321,278,332070.29,1034.49,MASCULINO,SSE
PDT,6,6,1767.0,294.5,167.0,1600.0,0.0,0.0,0.0,9,9,2504.5,278.28,FEMININO,SSE
PV,7,7,3870.0,552.86,2470.0,0.0,1000.0,400.0,0.0,15,12,3861.3,257.42,MASCULINO,SSE
PL,14,14,23786.03,1699.0,0.0,3240.0,550.83,1005.0,18990.2,33,30,21588.91,654.21,MASCULINO,SSE
PC do B,7,7,4390.7,627.24,0.0,2950.0,0.0,1100.0,340.7,23,22,4328.92,188.21,MASCULINO,SSE
PTC,9,9,3169.58,352.18,179.58,2100.0,0.0,890.0,0.0,15,15,3165.51,211.03,MASCULINO,SSE
PSL,3,3,1626.0,542.0,0.0,126.0,0.0,1500.0,0.0,25,25,1818.65,72.75,MASCULINO,SSE
PSB,11,11,13710.0,1246.36,0.0,2410.0,5900.0,1000.0,4400.0,32,30,13186.37,412.07,FEMININO,NNE
PPS,8,8,11587.01,1448.38,9207.0,500.01,0.0,1880.0,0.0,18,16,11246.34,624.8,MASCULINO,SSE
PTC,1,1,625.0,625.0,625.0,0.0,0.0,0.0,0.0,1,1,625.0,625.0,FEMININO,NNE
PSDB,10,10,14151.76,1415.18,4751.76,5400.0,1500.0,2500.0,0.0,23,23,14120.34,613.93,FEMININO,NNE
PTC,6,6,2968.0,494.67,0.0,0.0,0.0,2968.0,0.0,11,8,2617.85,237.99,MASCULINO,SSE
PDT,6,6,7800.0,1300.0,2000.0,0.0,200.0,5600.0,0.0,9,9,7714.2,857.13,MASCULINO,SSE
PMN,3,3,5400.0,1800.0,0.0,3000.0,0.0,2400.0,0.0,5,5,5400.0,1080.0,MASCULINO,SSE
PMDB,3,2,1620.0,540.0,0.0,420.0,0.0,1200.0,0.0,10,8,1527.5,152.75,MASCULINO,SSE
PTB,92,91,45087.7,490.08,1775.7,34572.0,0.0,8740.0,0.0,72,40,63947.43,888.16,MASCULINO,NNE
PTB,16,13,26210.78,1638.17,16510.78,9700.0,0.0,0.0,0.0,16,13,20335.98,1271.0,MASCULINO,SSE
PSB,8,7,30120.0,3765.0,0.0,4000.0,20120.0,6000.0,0.0,11,9,30023.59,2729.42,MASCULINO,NNE
PT,4,4,11202.26,2800.57,1125.0,39.26,0.0,10038.0,0.0,6,6,11202.26,1867.04,MASCULINO,NNE
PV,4,3,3400.0,850.0,100.0,3300.0,0.0,0.0,0.0,20,18,2807.69,140.38,MASCULINO,SSE
PRP,8,8,29300.0,3662.5,0.0,5000.0,18000.0,6300.0,0.0,20,20,29300.0,1465.0,MASCULINO,SSE
PT,20,18,48391.5,2419.57,0.0,30121.5,2000.0,16270.0,0.0,26,23,42614.5,1639.02,MASCULINO,NNE
PTB,15,13,67991.56,4532.77,13615.28,17000.0,12376.28,25000.0,0.0,196,141,64777.18,330.5,MASCULINO,SSE
PTB,4,4,1410.0,352.5,1410.0,0.0,0.0,0.0,0.0,4,4,1410.0,352.5,MASCULINO,NNE
PSC,17,17,68350.0,4020.59,7050.0,11600.0,18200.0,31500.0,0.0,126,110,61160.3,485.4,MASCULINO,SSE
PSDB,1,1,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,1,1,10000.0,10000.0,MASCULINO,NNE
PDT,12,9,7350.0,612.5,0.0,1400.0,0.0,5950.0,0.0,13,12,6344.2,488.02,MASCULINO,SSE
PT do B,46,42,40630.85,883.28,600.0,2675.85,25620.0,11735.0,0.0,185,161,37523.58,202.83,MASCULINO,SSE
PSOL,11,10,28271.0,2570.09,0.0,27421.0,0.0,850.0,0.0,14,13,28407.0,2029.07,MASCULINO,SSE
PSB,8,7,48700.26,6087.53,1950.26,1200.0,0.0,0.0,45550.0,138,119,37050.26,268.48,MASCULINO,SSE
PSB,3,3,2104.55,701.52,0.0,900.0,0.0,1204.55,0.0,10,10,2104.55,210.46,MASCULINO,SSE
PSB,6,6,6534.1,1089.02,6174.1,0.0,360.0,0.0,0.0,9,9,6534.1,726.01,MASCULINO,SSE
PSDB,3,3,6707.36,2235.79,6707.36,0.0,0.0,0.0,0.0,3,3,6707.36,2235.79,FEMININO,SSE
PSB,7,7,14005.5,2000.79,0.0,3960.0,0.0,1050.0,8995.5,21,19,13061.74,621.99,MASCULINO,NNE
PDT,11,9,35551.76,3231.98,1212.5,0.0,0.0,34339.26,0.0,59,56,33351.57,565.28,MASCULINO,SSE
PMDB,1,1,1230.76,1230.76,1230.76,0.0,0.0,0.0,0.0,1,1,1230.76,1230.76,FEMININO,SSE
PMDB,3,3,4750.0,1583.33,0.0,0.0,0.0,4750.0,0.0,10,9,4550.97,455.1,MASCULINO,NNE
PAN,1,1,326.0,326.0,326.0,0.0,0.0,0.0,0.0,1,1,326.0,326.0,MASCULINO,NNE
PDT,21,21,53339.6,2539.98,4717.84,20097.0,5500.0,23024.76,0.0,45,44,52829.6,1173.99,MASCULINO,SSE
PSB,24,24,50419.27,2100.8,22938.27,1700.0,450.0,4781.0,20550.0,31,27,48327.27,1558.94,MASCULINO,SSE
PDT,6,6,6734.0,1122.33,5264.0,1350.0,0.0,120.0,0.0,13,13,6732.83,517.91,MASCULINO,NNE
PFL,1,1,500.0,500.0,500.0,0.0,0.0,0.0,0.0,1,1,500.0,500.0,MASCULINO,NNE
PPS,1,1,34.0,34.0,0.0,0.0,0.0,34.0,0.0,2,1,17.0,8.5,MASCULINO,NNE
PTC,2,2,1480.0,740.0,1480.0,0.0,0.0,0.0,0.0,2,2,1480.0,740.0,MASCULINO,SSE
PSB,11,10,95475.0,8679.55,4825.0,5000.0,0.0,85650.0,0.0,67,63,91675.0,1368.28,MASCULINO,SSE
PV,3,3,73100.0,24366.67,0.0,73000.0,0.0,100.0,0.0,13,11,73065.5,5620.42,MASCULINO,SSE
PTB,3,3,8070.0,2690.0,0.0,0.0,0.0,8070.0,0.0,7,6,6569.57,938.51,MASCULINO,SSE
PT,110,103,884493.4,8040.85,258850.0,145300.0,377243.4,103100.0,0.0,946,683,705829.9,746.12,MASCULINO,SSE
PDT,9,9,45717.07,5079.67,43487.07,1600.0,630.0,0.0,0.0,82,82,45667.76,556.92,MASCULINO,SSE
PV,4,4,7205.26,1801.32,800.0,5200.0,0.0,0.0,1205.26,25,23,6690.26,267.61,FEMININO,SSE
PSDC,4,2,300.0,75.0,0.0,0.0,0.0,300.0,0.0,4,2,150.0,37.5,MASCULINO,SSE
PSC,25,22,65550.0,2622.0,20000.0,33600.0,0.0,11950.0,0.0,48,39,51494.35,1072.8,MASCULINO,NNE
PSC,3,3,3370.0,1123.33,370.0,0.0,0.0,3000.0,0.0,16,16,3363.41,210.21,MASCULINO,NNE
PTB,42,36,326807.28,7781.13,158085.78,67460.0,60000.0,41261.5,0.0,210,191,304824.28,1451.54,MASCULINO,SSE
PFL,16,16,10940.0,683.75,0.0,8850.0,0.0,2090.0,0.0,21,10,3240.0,154.29,MASCULINO,SSE
PSOL,11,11,3781.0,343.73,0.0,1328.0,380.0,2073.0,0.0,18,18,3779.74,209.99,MASCULINO,SSE
PMDB,63,61,704722.16,11186.07,7474.41,96669.35,355496.91,45081.49,200000.0,306,304,702458.56,2295.62,MASCULINO,SSE
PMN,3,3,1100.93,366.98,500.0,0.0,0.0,600.93,0.0,9,7,1066.0,118.44,MASCULINO,NNE
PT,20,18,103844.23,5192.21,0.0,11790.0,76500.0,15554.23,0.0,72,68,100029.23,1389.29,MASCULINO,SSE
PSDB,30,28,41480.5,1382.68,3473.26,13430.0,4127.0,20450.24,0.0,103,94,40405.5,392.29,MASCULINO,SSE
PSB,191,152,174223.35,912.16,0.0,171831.25,0.0,2392.1,0.0,170,55,110579.35,650.47,MASCULINO,SSE
PT,65,65,629533.0,9685.12,0.0,66145.0,553320.0,10068.0,0.0,305,263,566516.55,1857.43,MASCULINO,SSE
PTB,17,16,119830.0,7048.82,10330.0,19900.0,55600.0,4000.0,30000.0,170,125,119600.4,703.53,MASCULINO,NNE
PMDB,30,28,198798.36,6626.61,61230.76,66200.0,60667.6,10700.0,0.0,139,136,197334.66,1419.67,MASCULINO,SSE
PPS,105,96,763842.13,7274.69,4364.13,157732.0,70316.0,530500.0,930.0,666,571,714078.33,1072.19,MASCULINO,SSE
PSC,32,29,10039.04,313.72,7039.04,2300.0,150.0,550.0,0.0,34,30,9719.04,285.85,MASCULINO,SSE
PDT,16,13,24592.63,1537.04,2849.37,0.0,0.0,21743.26,0.0,33,16,17495.13,530.16,MASCULINO,SSE
PRTB,10,10,10675.0,1067.5,8555.0,1120.0,1000.0,0.0,0.0,10,10,10675.0,1067.5,MASCULINO,SSE
PL,26,23,358840.53,13801.56,2885.0,4378.09,201077.44,150500.0,0.0,273,219,322012.73,1179.53,MASCULINO,SSE
PV,2,2,2745.5,1372.75,445.5,0.0,0.0,2300.0,0.0,2,2,2695.5,1347.75,MASCULINO,SSE
PMN,4,4,8352.72,2088.18,1000.0,0.0,0.0,0.0,7352.72,4,4,8352.72,2088.18,MASCULINO,NNE
PR,3,3,1733.79,577.93,1733.79,0.0,0.0,0.0,0.0,3,3,1733.79,577.93,MASCULINO,SSE
PMDB,10,9,7026.55,702.65,4875.05,0.0,0.0,2151.5,0.0,21,17,6504.05,309.72,MASCULINO,SSE
PSDB,11,8,456850.0,41531.82,102850.0,0.0,24000.0,130000.0,200000.0,43,39,425938.0,9905.53,MASCULINO,NNE
PSL,3,3,2445.0,815.0,1445.0,1000.0,0.0,0.0,0.0,5,5,2445.0,489.0,MASCULINO,SSE
PSB,21,20,18340.86,873.37,6261.67,3445.85,2750.0,5883.34,0.0,51,49,17990.86,352.76,MASCULINO,SSE
PSB,10,10,30890.0,3089.0,0.0,13800.0,4000.0,13090.0,0.0,77,67,28249.49,366.88,MASCULINO,SSE
PSB,13,12,36305.0,2792.69,595.0,0.0,0.0,30210.0,5500.0,18,17,33007.02,1833.72,MASCULINO,NNE
PMDB,3,3,2400.07,800.02,1400.0,0.0,0.0,1000.07,0.0,9,9,2400.07,266.67,MASCULINO,SSE
PHS,6,6,9100.0,1516.67,0.0,2000.0,0.0,900.0,6200.0,35,33,9073.0,259.23,MASCULINO,SSE
PSC,13,12,41250.0,3173.08,0.0,5530.0,500.0,35220.0,0.0,68,58,39715.05,584.04,MASCULINO,NNE
PMDB,41,40,283678.73,6918.99,641.0,61000.0,92037.73,130000.0,0.0,47,47,283678.73,6035.72,MASCULINO,NNE
PFL,15,15,292200.0,19480.0,15000.0,5100.0,142800.0,29300.0,100000.0,93,80,273161.75,2937.22,MASCULINO,NNE
PMDB,1,1,18.07,18.07,0.0,0.0,0.0,0.0,18.07,1,1,18.07,18.07,MASCULINO,SSE
PSB,69,63,121482.41,1760.61,18005.01,61127.21,35655.86,6144.33,550.0,89,82,110982.41,1246.99,MASCULINO,SSE
PSL,37,35,881552.91,23825.75,25000.0,10500.0,836052.91,10000.0,0.0,125,86,620458.44,4963.67,MASCULINO,NNE
PSC,4,4,3400.0,850.0,0.0,700.0,2700.0,0.0,0.0,3,3,3300.0,1100.0,MASCULINO,SSE
PMDB,12,12,44570.27,3714.19,12113.52,2400.0,0.0,30056.75,0.0,37,30,53006.4,1432.61,MASCULINO,SSE
PSB,81,66,21639.34,267.15,1246.27,15160.0,0.0,5233.07,0.0,114,51,10871.06,95.36,MASCULINO,SSE
PMDB,1,1,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,2,2,1000.0,500.0,MASCULINO,NNE
PSC,19,19,32498.0,1710.42,1700.0,7303.0,23495.0,0.0,0.0,23,20,32452.05,1410.96,MASCULINO,SSE
PRB,7,7,16384.0,2340.57,16134.0,0.0,0.0,250.0,0.0,6,6,16134.0,2689.0,MASCULINO,SSE
PSDB,1,1,473.57,473.57,473.57,0.0,0.0,0.0,0.0,1,1,473.57,473.57,MASCULINO,SSE
PSB,4,4,19142.15,4785.54,1142.15,0.0,0.0,0.0,18000.0,4,4,19142.15,4785.54,MASCULINO,SSE
PDT,3,3,365.0,121.67,0.0,365.0,0.0,0.0,0.0,6,6,344.85,57.48,MASCULINO,SSE
PMDB,3,3,3100.0,1033.33,1400.0,1000.0,0.0,700.0,0.0,9,8,3083.89,342.65,FEMININO,SSE
PT,4,3,15600.0,3900.0,1600.0,0.0,0.0,14000.0,0.0,16,16,15557.0,972.31,MASCULINO,SSE
PDT,198,195,33663.53,170.02,1462.5,31240.0,0.0,0.0,961.03,68,65,35793.27,526.37,FEMININO,SSE
PTB,15,15,25841.79,1722.79,5925.0,9306.79,3000.0,7610.0,0.0,30,27,24311.79,810.39,MASCULINO,SSE
PTB,27,27,162302.5,6011.2,100000.0,40302.5,22000.0,0.0,0.0,49,44,146073.06,2981.08,MASCULINO,SSE
PMN,4,4,3590.0,897.5,0.0,2590.0,0.0,1000.0,0.0,21,19,3478.26,165.63,MASCULINO,SSE
PL,3,3,1205.0,401.67,1205.0,0.0,0.0,0.0,0.0,3,3,1205.0,401.67,MASCULINO,SSE
PT,221,212,660278.06,2987.68,150575.56,15952.5,13000.0,21000.0,459750.0,347,329,631000.52,1818.45,MASCULINO,SSE
PPS,22,22,243164.69,11052.94,332.0,15466.18,152866.51,74500.0,0.0,193,180,234316.81,1214.08,MASCULINO,NNE
PHS,35,21,19836.36,566.75,5331.36,14400.0,0.0,105.0,0.0,34,20,12143.86,357.17,MASCULINO,SSE
PDT,12,12,13046.86,1087.24,4106.86,190.0,5000.0,3750.0,0.0,14,13,11031.86,787.99,MASCULINO,SSE
PSB,4,4,1462.5,365.62,912.5,0.0,0.0,0.0,550.0,4,4,1462.5,365.62,FEMININO,SSE
PTC,2,2,1957.67,978.84,1957.67,0.0,0.0,0.0,0.0,2,2,1957.67,978.84,MASCULINO,SSE
PMDB,26,22,1498080.0,57618.46,8080.0,310000.0,1180000.0,0.0,0.0,239,185,992657.12,4153.38,MASCULINO,SSE
PSC,7,6,6104.36,872.05,6104.36,0.0,0.0,0.0,0.0,7,6,5726.36,818.05,MASCULINO,NNE
PT,8,8,9925.0,1240.62,6925.0,3000.0,0.0,0.0,0.0,20,20,9925.0,496.25,MASCULINO,SSE
PFL,57,52,129014.27,2263.41,0.0,13923.56,112849.86,2240.85,0.0,94,76,120469.07,1281.59,MASCULINO,SSE
PDT,28,21,15297.0,546.32,0.0,7500.0,330.0,6867.0,600.0,48,32,8160.31,170.01,MASCULINO,SSE
PT,35,35,55687.98,1591.09,0.0,26306.96,14381.02,15000.0,0.0,53,35,45368.78,856.01,MASCULINO,SSE
PTB,17,17,17305.51,1017.97,4338.55,9250.0,0.0,2716.96,1000.0,14,14,17305.51,1236.11,MASCULINO,SSE
PV,10,10,212410.72,21241.07,0.0,135.4,210800.0,0.0,1475.32,183,173,210023.17,1147.67,MASCULINO,SSE
PT do B,3,3,286.05,95.35,286.05,0.0,0.0,0.0,0.0,3,3,286.05,95.35,MASCULINO,SSE
PT do B,1,1,1595.0,1595.0,0.0,0.0,0.0,1595.0,0.0,1,1,1595.0,1595.0,MASCULINO,NNE
PV,8,8,6006.11,750.76,3123.6,1260.0,0.0,30.0,1592.51,15,13,5991.06,399.4,FEMININO,SSE
PV,32,32,253682.18,7927.57,16867.0,36882.18,116000.0,83933.0,0.0,239,226,234976.18,983.16,MASCULINO,SSE
PRP,7,7,23837.55,3405.36,0.0,4374.0,19463.55,0.0,0.0,5,5,23837.55,4767.51,MASCULINO,SSE
PTB,16,16,16894.99,1055.94,3601.22,5190.0,7100.0,1003.77,0.0,42,40,15190.69,361.68,MASCULINO,SSE
PT do B,6,5,3160.0,526.67,0.0,1800.0,0.0,0.0,1360.0,6,5,2570.0,428.33,MASCULINO,SSE
PMDB,8,7,46077.2,5759.65,10817.2,1250.0,13660.0,350.0,20000.0,44,37,43445.8,987.4,MASCULINO,SSE
PSC,15,15,65339.0,4355.93,13909.0,13380.0,30000.0,8050.0,0.0,56,54,65335.43,1166.7,MASCULINO,SSE
PHS,8,6,12980.0,1622.5,11960.0,0.0,75.0,945.0,0.0,56,41,10020.41,178.94,MASCULINO,SSE
PTC,1,1,1500.0,1500.0,0.0,0.0,0.0,1500.0,0.0,6,6,1500.0,250.0,MASCULINO,NNE
PV,12,12,108115.0,9009.58,22255.0,16000.0,53360.0,16500.0,0.0,91,86,105445.61,1158.74,MASCULINO,SSE
PSDB,1,1,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,41,41,10000.0,243.9,MASCULINO,NNE
PMDB,15,14,60402.4,4026.83,1400.0,53002.4,0.0,6000.0,0.0,40,39,59842.4,1496.06,MASCULINO,SSE
PMN,6,6,7217.78,1202.96,0.0,115.0,0.0,0.0,7102.78,6,6,7217.78,1202.96,FEMININO,NNE
PP,3,3,20250.0,6750.0,8250.0,0.0,0.0,12000.0,0.0,6,6,20195.22,3365.87,MASCULINO,NNE
PRB,18,18,5163.0,286.83,1328.0,3443.0,0.0,392.0,0.0,41,41,5288.71,128.99,MASCULINO,SSE
PT,76,73,144000.0,1894.74,0.0,30700.0,112500.0,800.0,0.0,208,170,132806.16,638.49,MASCULINO,SSE
PTB,18,17,13011.89,722.88,5324.49,6600.0,0.0,1087.4,0.0,21,18,12846.29,611.73,MASCULINO,SSE
PPS,8,8,37318.55,4664.82,0.0,0.0,0.0,37318.55,0.0,17,16,30701.18,1805.95,MASCULINO,SSE
PSC,9,8,40700.0,4522.22,0.0,19980.0,0.0,20000.0,720.0,16,15,39200.0,2450.0,MASCULINO,SSE
PTB,2,2,4206.25,2103.12,4206.25,0.0,0.0,0.0,0.0,2,2,4206.25,2103.12,MASCULINO,NNE
PSL,18,18,13105.55,728.09,1270.0,6785.55,0.0,5050.0,0.0,18,17,13099.4,727.74,MASCULINO,SSE
PV,1,1,445.5,445.5,0.0,0.0,445.5,0.0,0.0,1,1,445.5,445.5,MASCULINO,SSE
PSB,12,12,12845.48,1070.46,5550.84,3200.0,0.0,4094.64,0.0,15,12,11795.48,786.37,MASCULINO,SSE
PRP,1,1,140.0,140.0,0.0,140.0,0.0,0.0,0.0,1,1,140.0,140.0,MASCULINO,SSE
PT,2,2,437.5,218.75,437.5,0.0,0.0,0.0,0.0,2,2,437.5,218.75,MASCULINO,SSE
PT,24,23,30743.0,1280.96,3000.0,4850.0,2393.0,20500.0,0.0,77,71,29772.15,386.65,FEMININO,SSE
PRTB,1,1,238.09,238.09,238.09,0.0,0.0,0.0,0.0,1,1,238.09,238.09,MASCULINO,NNE
PFL,9,9,12020.0,1335.56,0.0,2000.0,0.0,10020.0,0.0,22,20,11020.0,500.91,MASCULINO,NNE
PT,4,4,9100.0,2275.0,400.0,4700.0,0.0,4000.0,0.0,2,2,1450.0,725.0,MASCULINO,SSE
PSDB,5,4,5088.0,1017.6,5088.0,0.0,0.0,0.0,0.0,5,4,4218.0,843.6,MASCULINO,SSE
PSB,28,28,135892.5,4853.3,20392.5,115500.0,0.0,0.0,0.0,159,120,97501.12,613.21,MASCULINO,SSE
PDT,15,15,13413.0,894.2,0.0,12413.0,0.0,1000.0,0.0,45,45,13413.0,298.07,MASCULINO,SSE
PHS,11,11,9617.33,874.3,370.0,5460.0,300.0,655.61,2831.72,15,15,9617.33,641.16,MASCULINO,SSE
PTB,12,12,4271.2,355.93,2921.27,1000.0,0.0,349.93,0.0,16,16,4270.8,266.93,FEMININO,SSE
PTB,14,13,17799.8,1271.41,4084.5,235.3,0.0,12580.0,900.0,16,15,17734.8,1108.42,MASCULINO,NNE
PSL,15,15,7485.4,499.03,1445.0,4142.7,900.0,997.7,0.0,20,18,7479.6,373.98,MASCULINO,SSE
PT,6,5,2580.0,430.0,0.0,2500.0,0.0,80.0,0.0,19,18,2208.15,116.22,MASCULINO,SSE
PMN,3,3,1725.8,575.27,1225.8,0.0,0.0,0.0,500.0,3,3,1725.8,575.27,FEMININO,SSE
PMN,3,3,450.0,150.0,300.0,0.0,0.0,150.0,0.0,3,3,450.0,150.0,MASCULINO,SSE
PRTB,1,1,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,1,1,4966.51,4966.51,MASCULINO,SSE
PMDB,11,6,62800.0,5709.09,62300.0,500.0,0.0,0.0,0.0,97,87,53667.0,553.27,FEMININO,SSE
PMDB,1,1,307.0,307.0,0.0,0.0,0.0,307.0,0.0,1,1,307.0,307.0,MASCULINO,SSE
PSB,4,4,3650.84,912.71,3650.84,0.0,0.0,0.0,0.0,8,8,3650.84,456.36,MASCULINO,SSE
PSOL,2,2,262.0,131.0,0.0,0.0,0.0,262.0,0.0,4,4,259.72,64.93,MASCULINO,SSE
PTN,5,4,975.0,195.0,852.0,0.0,0.0,123.0,0.0,11,10,599.0,54.45,FEMININO,SSE
PSDB,5,5,17951.0,3590.2,951.0,0.0,0.0,17000.0,0.0,17,17,17951.0,1055.94,MASCULINO,SSE
PDT,11,8,13066.31,1187.85,0.0,600.0,10000.0,2466.31,0.0,41,37,12591.31,307.11,MASCULINO,SSE
PC do B,1,1,3246.95,3246.95,3246.95,0.0,0.0,0.0,0.0,1,1,3246.95,3246.95,MASCULINO,SSE
PT,118,78,1593500.01,13504.24,455360.0,74500.0,649000.01,10890.0,403750.0,142,93,1210371.67,8523.74,MASCULINO,SSE
PSB,3,2,692.15,230.72,300.0,0.0,0.0,0.0,392.15,3,2,542.15,180.72,FEMININO,SSE
PT do B,9,9,8930.0,992.22,590.0,6840.0,0.0,1500.0,0.0,9,9,8930.0,992.22,MASCULINO,SSE
PV,5,5,3979.0,795.8,1479.0,2500.0,0.0,0.0,0.0,7,7,3950.0,564.29,MASCULINO,SSE
PRTB,3,3,740.0,246.67,0.0,740.0,0.0,0.0,0.0,3,3,740.0,246.67,MASCULINO,SSE
PPS,5,5,2536.8,507.36,0.0,0.0,602.0,0.0,1934.8,5,5,2536.8,507.36,FEMININO,SSE
PSDB,7,5,371000.0,53000.0,0.0,6000.0,365000.0,0.0,0.0,150,146,449919.28,2999.46,MASCULINO,NNE
PT,15,14,199500.0,13300.0,0.0,55600.0,100000.0,43900.0,0.0,134,104,182454.4,1361.6,MASCULINO,SSE
PSL,3,3,2426.0,808.67,426.0,0.0,0.0,2000.0,0.0,3,3,2426.0,808.67,MASCULINO,SSE
PCO,1,1,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1,1,1000.0,1000.0,MASCULINO,NNE
PTC,12,8,3811.18,317.6,329.58,160.0,0.0,3321.6,0.0,22,19,3225.38,146.61,MASCULINO,SSE
PP,14,13,32274.95,2305.35,8754.0,4000.0,13998.0,5522.95,0.0,34,32,30472.95,896.26,MASCULINO,SSE
PMDB,7,5,124007.34,17715.33,0.0,0.0,0.0,15000.0,109007.34,77,47,96935.34,1258.9,MASCULINO,SSE
PSOL,24,22,9475.49,394.81,500.0,8509.99,315.5,150.0,0.0,6,5,6474.5,1079.08,MASCULINO,SSE
PL,3,3,723.43,241.14,723.43,0.0,0.0,0.0,0.0,3,3,723.43,241.14,MASCULINO,SSE
PFL,9,9,9910.47,1101.16,9660.47,0.0,0.0,250.0,0.0,14,14,9910.43,707.89,MASCULINO,NNE
PFL,239,213,483819.6,2024.35,2380.0,214034.99,242175.0,25229.61,0.0,984,609,409122.32,415.77,MASCULINO,SSE
PMDB,22,20,59996.69,2727.12,11177.0,24090.0,24729.69,0.0,0.0,49,47,59546.69,1215.24,FEMININO,SSE
PPS,2,2,1147.45,573.73,833.45,0.0,0.0,314.0,0.0,3,3,1147.45,382.48,MASCULINO,NNE
PSL,4,4,3260.0,815.0,3260.0,0.0,0.0,0.0,0.0,22,22,3260.0,148.18,MASCULINO,SSE
PSB,4,4,6261.16,1565.29,6261.16,0.0,0.0,0.0,0.0,4,4,6261.16,1565.29,MASCULINO,SSE
DEM,7,5,1362.0,194.57,1362.0,0.0,0.0,0.0,0.0,7,5,1212.0,173.14,MASCULINO,SSE
PDT,2,2,205.0,102.5,205.0,0.0,0.0,0.0,0.0,2,2,205.0,102.5,MASCULINO,NNE
PMN,5,5,2208.83,441.77,1508.83,0.0,0.0,200.0,500.0,5,5,2208.83,441.77,MASCULINO,NNE
PC do B,2,2,2650.0,1325.0,0.0,2650.0,0.0,0.0,0.0,5,5,2650.0,530.0,FEMININO,SSE
PRTB,10,9,28378.72,2837.87,0.0,12100.0,1100.0,15178.72,0.0,47,46,27878.72,593.16,MASCULINO,SSE
PRP,1,1,15766.0,15766.0,0.0,0.0,0.0,15766.0,0.0,5,5,15762.22,3152.44,MASCULINO,SSE
PSOL,3,2,685.0,228.33,685.0,0.0,0.0,0.0,0.0,3,2,435.0,145.0,MASCULINO,SSE
PDT,6,6,8941.85,1490.31,3541.85,4000.0,0.0,1400.0,0.0,6,6,8941.85,1490.31,MASCULINO,SSE
PSDB,70,59,1106525.0,15807.5,1200.0,600000.0,455325.0,0.0,50000.0,129,124,1090922.97,8456.77,MASCULINO,NNE
PCB,4,4,1730.0,432.5,0.0,800.0,0.0,930.0,0.0,17,14,1719.34,101.14,MASCULINO,SSE
PV,26,24,175011.75,6731.22,66809.0,0.0,23702.75,84500.0,0.0,203,161,126578.02,623.54,MASCULINO,NNE
PV,22,17,60030.0,2728.64,3100.0,34070.0,20560.0,2300.0,0.0,66,63,60004.26,909.16,MASCULINO,SSE
PHS,4,4,3896.36,974.09,3896.36,0.0,0.0,0.0,0.0,4,4,3896.36,974.09,MASCULINO,SSE
PSOL,2,2,1500.0,750.0,0.0,1500.0,0.0,0.0,0.0,5,5,1495.53,299.11,MASCULINO,SSE
PV,3,3,720.0,240.0,0.0,720.0,0.0,0.0,0.0,11,10,342.06,31.1,FEMININO,SSE
PHS,10,5,17337.73,1733.77,0.0,3000.0,0.0,14337.73,0.0,33,19,9812.48,297.35,MASCULINO,SSE
PSDB,57,54,32245.0,565.7,0.0,8500.0,5600.0,18145.0,0.0,54,46,33304.48,616.75,MASCULINO,NNE
PTB,11,11,4041.5,367.41,3161.5,500.0,0.0,380.0,0.0,11,11,4041.5,367.41,MASCULINO,SSE
PSL,4,3,1280.0,320.0,900.0,0.0,380.0,0.0,0.0,4,3,1130.0,282.5,MASCULINO,SSE
PHS,3,3,486.4,162.13,486.4,0.0,0.0,0.0,0.0,3,3,486.4,162.13,MASCULINO,NNE
PT,86,81,167827.5,1951.48,0.0,120987.5,46840.0,0.0,0.0,166,108,164124.27,988.7,MASCULINO,SSE
PT,18,17,15292.0,849.56,8800.0,5997.0,0.0,495.0,0.0,39,35,15251.69,391.07,MASCULINO,SSE
DEM,3,3,13812.0,4604.0,2812.0,0.0,0.0,11000.0,0.0,3,3,13812.0,4604.0,MASCULINO,SSE
